measurement_id,trial_id,strategy,liquid,liquid_name,volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,duration_s,timestamp,replicate_id,deviation_individual_pct,experiment_type,experiment_folder,experiment_timestamp,aspirate_speed,dispense_speed,overaspirate_vol,aspirate_wait_time,dispense_wait_time,pre_asp_air_vol,post_asp_air_vol,blowout_vol,retract_speed,asp_disp_cycles,post_retract_wait_time
measurement_1769636721598280_1,trial_20,calibration,water,water,0.5,500.0,0.5969999999999995,596.9999999999995,24.160593300126493,1769636721.598281,1,19.399999999999903,calibration,run_1769635425_water,1769635425,12.0,8.0,0.0006,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636742359217_1,trial_21,calibration,water,water,0.5,500.0,0.5021999999999984,502.19999999999845,20.75826109945774,1769636742.3592174,1,0.4399999999996851,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.01,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636763426211_1,trial_22,inherited,water,water,0.5,500.0,0.4885999999999981,488.59999999999815,21.060951000079516,1769636763.4262116,1,2.2800000000003706,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0114666666666656,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636784337145_1,trial_22,inherited,water,water,0.5,500.0,0.4822600000000001,482.2600000000001,20.90878470055759,1769636784.3371456,1,3.5479999999999734,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0114666666666656,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636805934223_1,trial_22,inherited,water,water,0.5,500.0,0.4851999999999989,485.19999999999897,21.59771970007569,1769636805.9342234,1,2.960000000000207,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0114666666666656,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636833084603_1,trial_23,optimization,water,water,0.5,500.0,0.4856400000000036,485.6400000000036,20.967384099960327,1769636833.0846038,1,2.871999999999275,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0093,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636854901743_1,trial_23,optimization,water,water,0.5,500.0,0.4858399999999996,485.8399999999996,21.81628520041704,1769636854.9017437,1,2.832000000000079,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0093,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636875968732_1,trial_23,optimization,water,water,0.5,500.0,0.4876400000000007,487.6400000000007,21.06413219962269,1769636875.9687324,1,2.471999999999852,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0093,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636902241919_1,trial_24,optimization,water,water,0.5,500.0,0.4847399999999968,484.7399999999968,20.30562070012093,1769636902.2419198,1,3.052000000000632,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0103,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636923142686_1,trial_24,optimization,water,water,0.5,500.0,0.4872800000000001,487.28000000000014,20.90709670074284,1769636923.142686,1,2.5439999999999685,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0103,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636943991875_1,trial_24,optimization,water,water,0.5,500.0,0.4848599999999994,484.8599999999994,20.83885500021279,1769636943.991875,1,3.0280000000001195,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0103,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636970848875_1,trial_25,optimization,water,water,0.5,500.0,0.4864200000000007,486.4200000000008,20.71364079974592,1769636970.8488753,1,2.715999999999852,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0099,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769636992267863_1,trial_25,optimization,water,water,0.5,500.0,0.486779999999996,486.779999999996,21.41675530001521,1769636992.2678635,1,2.6440000000008013,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0099,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637013959882_1,trial_25,optimization,water,water,0.5,500.0,0.4878200000000028,487.8200000000028,21.689470099285245,1769637013.9598825,1,2.4359999999994386,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0099,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637054347542_1,trial_26,optimization,water,water,0.5,500.0,0.579600000000001,579.600000000001,24.20086899958551,1769637054.3475428,1,15.9200000000002,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0101,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637080833405_1,trial_27,optimization,water,water,0.5,500.0,0.4969799999999988,496.9799999999989,20.778449300676584,1769637080.833405,1,0.6040000000002266,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0161,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637101806163_1,trial_27,optimization,water,water,0.5,500.0,0.4829599999999985,482.9599999999985,20.974836400710046,1769637101.8061635,1,3.4080000000003,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0161,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637122778298_1,trial_27,optimization,water,water,0.5,500.0,0.4816999999999982,481.6999999999982,20.968610699288547,1769637122.778298,1,3.660000000000352,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0161,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637147860265_1,trial_28,calibration,water,water,1.7,1700.0,1.7282399999999996,1728.2399999999996,25.05647750012577,1769637147.8602655,1,1.6611764705882115,calibration,run_1769635425_water,1769635425,12.0,8.0,0.0006,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637172926485_1,trial_29,calibration,water,water,1.7,1700.0,1.7165600000000012,1716.5600000000013,25.0617879005149,1769637172.9264855,1,0.9741176470588964,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.01,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637211426900_1,trial_30,inherited,water,water,1.7,1700.0,1.8425000000000007,1842.500000000001,28.1117179999128,1769637211.4269004,1,8.38235294117654,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0250287671232909,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637236526600_1,trial_30,inherited,water,water,1.7,1700.0,1.69496,1694.96,25.10291610006243,1769637236.5266004,1,0.2964705882352902,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0250287671232909,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637261446509_1,trial_30,inherited,water,water,1.7,1700.0,1.6825600000000005,1682.5600000000004,24.91380769945681,1769637261.4465094,1,1.0258823529411445,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0250287671232909,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637292440466_1,trial_31,optimization,water,water,1.7,1700.0,1.7074399999999963,1707.4399999999964,24.89228569995612,1769637292.4404662,1,0.437647058823327,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0068,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637330993664_1,trial_31,optimization,water,water,1.7,1700.0,1.8781,1878.1,28.14583650045097,1769637330.993664,1,10.47647058823529,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0068,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637357418514_1,trial_31,optimization,water,water,1.7,1700.0,1.7293000000000005,1729.3000000000002,26.413426999934018,1769637357.4185145,1,1.723529411764725,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.0068,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637388423747_1,trial_32,optimization,water,water,1.7,1700.0,1.7725799999999996,1772.5799999999997,25.323046499863267,1769637388.4237475,1,4.269411764705862,calibration,run_1769635425_water,1769635425,12.0,8.0,0.0534,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637413909107_1,trial_32,optimization,water,water,1.7,1700.0,1.7635000000000003,1763.5000000000005,25.482829100452363,1769637413.9091072,1,3.7352941176470913,calibration,run_1769635425_water,1769635425,12.0,8.0,0.0534,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637453489147_1,trial_32,optimization,water,water,1.7,1700.0,1.9620999999999995,1962.0999999999997,29.171540400013328,1769637453.489147,1,15.417647058823505,calibration,run_1769635425_water,1769635425,12.0,8.0,0.0534,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637484385923_1,trial_33,optimization,water,water,1.7,1700.0,1.6346000000000007,1634.6000000000008,24.97715669963509,1769637484.3859231,1,3.847058823529367,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.1035,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637508896166_1,trial_33,optimization,water,water,1.7,1700.0,1.6107600000000026,1610.7600000000027,24.50128889922053,1769637508.8961668,1,5.249411764705725,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.1035,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637533855724_1,trial_33,optimization,water,water,1.7,1700.0,1.5997399999999988,1599.7399999999989,24.957039000466462,1769637533.8557248,1,5.897647058823596,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.1035,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637576215055_1,trial_34,calibration,water,water,2.4,2400.0,2.592419999999999,2592.4199999999987,31.95019259955734,1769637576.2150557,1,8.017499999999956,calibration,run_1769635425_water,1769635425,12.0,8.0,0.0006,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637603872464_1,trial_35,calibration,water,water,2.4,2400.0,2.409320000000001,2409.320000000001,27.65892620012164,1769637603.872465,1,0.3883333333333794,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.01,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637645739596_1,trial_36,inherited,water,water,2.4,2400.0,2.5647899999999986,2564.7899999999986,31.24181040003896,1769637645.739596,1,6.866249999999945,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.016213333333334,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637677827666_1,trial_36,inherited,water,water,2.4,2400.0,2.4037200000000016,2403.7200000000016,32.09313890058547,1769637677.8276668,1,0.1550000000000717,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.016213333333334,3.3000000000000003,2.588135656788769,,,,,,
measurement_1769637719805219_1,trial_36,inherited,water,water,2.4,2400.0,2.571300000000001,2571.3000000000006,31.375944999977943,1769637719.805219,1,7.137500000000038,calibration,run_1769635425_water,1769635425,12.0,8.0,-0.016213333333334,3.3000000000000003,2.588135656788769,,,,,,
measurement_1770240279217527_1,trial_1,screening,TFA,TFA,0.05,50.0,0.0516107382550336,51.61073825503369,22.077146800234917,1770240279.2175274,1,3.2214765100673644,calibration,run_1770240208_TFA,1770240208,10.0,15.0,0.0007,2.0,1.5,0.266,0.006,0.0,5.0,,0.0
measurement_1770240299613573_1,trial_1,screening,TFA,TFA,0.05,50.0,0.050738255033558,50.73825503355801,20.408387400209904,1770240299.6135738,1,1.4765100671160214,calibration,run_1770240208_TFA,1770240208,10.0,15.0,0.0007,2.0,1.5,0.266,0.006,0.0,5.0,,0.0
measurement_1770240319807730_1,trial_1,screening,TFA,TFA,0.05,50.0,0.0531543624161074,53.15436241610749,20.17785539943725,1770240319.8077302,1,6.308724832214979,calibration,run_1770240208_TFA,1770240208,10.0,15.0,0.0007,2.0,1.5,0.266,0.006,0.0,5.0,,0.0
measurement_1770240340610185_1,trial_2,screening,TFA,TFA,0.05,50.0,0.0539597315436247,53.95973154362478,20.791056600399315,1770240340.6101854,1,7.919463087249542,calibration,run_1770240208_TFA,1770240208,16.0,9.0,0.0059,4.800000000000001,1.5,0.072,0.039,0.0,5.0,,0.0
measurement_1770240361422488_1,trial_2,screening,TFA,TFA,0.05,50.0,0.0558255033557038,55.82550335570382,20.80950060021132,1770240361.4224887,1,11.651006711407646,calibration,run_1770240208_TFA,1770240208,16.0,9.0,0.0059,4.800000000000001,1.5,0.072,0.039,0.0,5.0,,0.0
measurement_1770240382619017_1,trial_2,screening,TFA,TFA,0.05,50.0,0.0576510067114097,57.65100671140976,21.196563499979675,1770240382.6190171,1,15.302013422819504,calibration,run_1770240208_TFA,1770240208,16.0,9.0,0.0059,4.800000000000001,1.5,0.072,0.039,0.0,5.0,,0.0
measurement_1770240404006272_1,trial_3,screening,TFA,TFA,0.05,50.0,0.0548993288590612,54.899328859061214,21.372414899989963,1770240404.006272,1,9.798657718122424,calibration,run_1770240208_TFA,1770240208,14.0,19.0,0.0049,0.6000000000000001,1.5,0.09,0.037,0.0,5.0,,0.0
measurement_1770240425610812_1,trial_3,screening,TFA,TFA,0.05,50.0,0.0550335570469791,55.03355704697917,21.615976699627936,1770240425.6108124,1,10.06711409395833,calibration,run_1770240208_TFA,1770240208,14.0,19.0,0.0049,0.6000000000000001,1.5,0.09,0.037,0.0,5.0,,0.0
measurement_1770240447348167_1,trial_3,screening,TFA,TFA,0.05,50.0,0.0555704697986581,55.57046979865816,21.731973900459707,1770240447.3481674,1,11.14093959731631,calibration,run_1770240208_TFA,1770240208,14.0,19.0,0.0049,0.6000000000000001,1.5,0.09,0.037,0.0,5.0,,0.0
measurement_1770240467630832_1,trial_4,screening,TFA,TFA,0.05,50.0,0.0531543624161074,53.15436241610749,20.257987899705768,1770240467.6308324,1,6.308724832214979,calibration,run_1770240208_TFA,1770240208,19.0,5.0,0.0035,2.5,1.5,0.172,0.019,0.0,5.0,,0.0
measurement_1770240487829772_1,trial_4,screening,TFA,TFA,0.05,50.0,0.0542953020134226,54.29530201342265,20.19972829986364,1770240487.829772,1,8.590604026845291,calibration,run_1770240208_TFA,1770240208,19.0,5.0,0.0035,2.5,1.5,0.172,0.019,0.0,5.0,,0.0
measurement_1770240508012180_1,trial_4,screening,TFA,TFA,0.05,50.0,0.0533691275167788,53.369127516778846,20.192205799743533,1770240508.0121808,1,6.738255033557683,calibration,run_1770240208_TFA,1770240208,19.0,5.0,0.0035,2.5,1.5,0.172,0.019,0.0,5.0,,0.0
measurement_1770240528014085_1,trial_5,screening,TFA,TFA,0.05,50.0,0.055234899328859,55.23489932885909,19.987164299935102,1770240528.0140858,1,10.469798657718174,calibration,run_1770240208_TFA,1770240208,13.0,12.0,0.0026,3.6,1.5,0.238,0.014,0.0,5.0,,0.0
measurement_1770240546840773_1,trial_6,screening,TFA,TFA,0.05,50.0,0.0546979865771812,54.69798657718129,18.802841399796307,1770240546.840773,1,9.39597315436258,calibration,run_1770240208_TFA,1770240208,19.0,14.0,0.0039,0.8,1.5,0.025,0.031,0.0,5.0,,0.0
measurement_1770240565634569_1,trial_6,screening,TFA,TFA,0.05,50.0,0.0559731543624167,55.97315436241679,18.788867100141943,1770240565.6345692,1,11.946308724833584,calibration,run_1770240208_TFA,1770240208,19.0,14.0,0.0039,0.8,1.5,0.025,0.031,0.0,5.0,,0.0
measurement_1770240585815380_1,trial_7,calibration,TFA,TFA,0.05,50.0,0.0558389261744964,55.83892617449646,20.181004700250924,1770240585.8153806,1,11.677852348992907,calibration,run_1770240208_TFA,1770240208,19.0,5.0,0.0035,2.5,1.5,0.172,0.019,0.0,5.0,,0.0
measurement_1770240606014362_1,trial_8,calibration,TFA,TFA,0.05,50.0,0.0448322147650999,44.83221476509991,20.194013400003318,1770240606.0143628,1,10.335570469800189,calibration,run_1770240208_TFA,1770240208,19.0,5.0,-0.0038389261744964,2.5,1.5,0.172,0.019,0.0,5.0,,0.0
measurement_1770240633404839_1,trial_9,optimization,TFA,TFA,0.05,50.0,0.0519463087248315,51.94630872483156,18.921658200211823,1770240633.4048395,1,3.8926174496631134,calibration,run_1770240208_TFA,1770240208,14.0,12.0,0.0011,2.1,1.5,0.268,0.007,0.0,5.0,,0.0
measurement_1770240652413340_1,trial_9,optimization,TFA,TFA,0.05,50.0,0.0525503355704701,52.55033557047012,19.01715079974383,1770240652.4133406,1,5.100671140940233,calibration,run_1770240208_TFA,1770240208,14.0,12.0,0.0011,2.1,1.5,0.268,0.007,0.0,5.0,,0.0
measurement_1770240671423882_1,trial_9,optimization,TFA,TFA,0.05,50.0,0.0530201342281883,53.02013422818834,19.00202670041472,1770240671.423882,1,6.040268456376674,calibration,run_1770240208_TFA,1770240208,14.0,12.0,0.0011,2.1,1.5,0.268,0.007,0.0,5.0,,0.0
measurement_1770240706829904_1,trial_10,optimization,TFA,TFA,0.05,50.0,0.0525503355704701,52.55033557047012,27.43353269994259,1770240706.8299048,1,5.100671140940233,calibration,run_1770240208_TFA,1770240208,14.0,18.0,-0.0003,2.1,1.5,0.266,0.006,0.0,5.0,,0.0
measurement_1770240734210856_1,trial_10,optimization,TFA,TFA,0.05,50.0,0.0522818791946306,52.28187919463063,27.377588899806145,1770240734.210857,1,4.563758389261249,calibration,run_1770240208_TFA,1770240208,14.0,18.0,-0.0003,2.1,1.5,0.266,0.006,0.0,5.0,,0.0
measurement_1770240761623000_1,trial_10,optimization,TFA,TFA,0.05,50.0,0.0520134228187923,52.01342281879233,27.40775540005416,1770240761.6230006,1,4.026845637584653,calibration,run_1770240208_TFA,1770240208,14.0,18.0,-0.0003,2.1,1.5,0.266,0.006,0.0,5.0,,0.0
measurement_1770240789678117_1,trial_11,optimization,TFA,TFA,0.05,50.0,0.0489932885906031,48.99328859060311,18.50201900023967,1770240789.678117,1,2.013422818793797,calibration,run_1770240208_TFA,1770240208,10.0,13.0,-0.0011,2.1,1.5,0.216,0.007,0.0,5.0,,0.0
measurement_1770240808221206_1,trial_11,optimization,TFA,TFA,0.05,50.0,0.0500000000000003,50.00000000000031,18.54204960074276,1770240808.221206,1,6.106226635438361e-13,calibration,run_1770240208_TFA,1770240208,10.0,13.0,-0.0011,2.1,1.5,0.216,0.007,0.0,5.0,,0.0
measurement_1770240826642561_1,trial_11,optimization,TFA,TFA,0.05,50.0,0.0499999999999991,49.99999999999911,18.416175200603902,1770240826.6425617,1,1.7763568394002505e-12,calibration,run_1770240208_TFA,1770240208,10.0,13.0,-0.0011,2.1,1.5,0.216,0.007,0.0,5.0,,0.0
measurement_1770240855087257_1,trial_12,optimization,TFA,TFA,0.05,50.0,0.0491275167785234,49.12751677852344,18.294486800208688,1770240855.087258,1,1.744966442953119,calibration,run_1770240208_TFA,1770240208,10.0,13.0,-0.002,2.1,1.5,0.174,0.014,0.0,5.0,,0.0
measurement_1770240873099912_1,trial_12,optimization,TFA,TFA,0.05,50.0,0.0483892617449669,48.38926174496692,18.008779500611126,1770240873.0999124,1,3.221476510066157,calibration,run_1770240208_TFA,1770240208,10.0,13.0,-0.002,2.1,1.5,0.174,0.014,0.0,5.0,,0.0
measurement_1770240909243692_1,trial_12,optimization,TFA,TFA,0.05,50.0,0.0494630872483225,49.46308724832251,18.220119500532743,1770240909.2436929,1,1.0738255033549833,calibration,run_1770240208_TFA,1770240208,10.0,13.0,-0.002,2.1,1.5,0.174,0.014,0.0,5.0,,0.0
measurement_1770240952234546_1,trial_13,optimization,TFA,TFA,0.05,50.0,0.0510067114093951,51.00671140939512,16.614295300096273,1770240952.234546,1,2.0134228187902448,calibration,run_1770240208_TFA,1770240208,10.0,13.0,-0.0009,2.2,1.5,0.06,0.0,0.0,5.0,,0.0
measurement_1770240968855899_1,trial_13,optimization,TFA,TFA,0.05,50.0,0.0503355704697981,50.335570469798185,16.61863169912249,1770240968.8558996,1,0.6711409395963597,calibration,run_1770240208_TFA,1770240208,10.0,13.0,-0.0009,2.2,1.5,0.06,0.0,0.0,5.0,,0.0
measurement_1770240985453229_1,trial_13,optimization,TFA,TFA,0.05,50.0,0.0501342281879194,50.134228187919454,16.60717760026455,1770240985.4532297,1,0.2684563758389019,calibration,run_1770240208_TFA,1770240208,10.0,13.0,-0.0009,2.2,1.5,0.06,0.0,0.0,5.0,,0.0
measurement_1770241012620502_1,trial_14,optimization,TFA,TFA,0.05,50.0,0.0483221476510061,48.32214765100616,15.832447499968112,1770241012.620502,1,3.3557046979876826,calibration,run_1770240208_TFA,1770240208,10.0,12.0,-0.0009,2.2,1.5,0.0,0.0,0.0,5.0,,0.0
measurement_1770241028213544_1,trial_14,optimization,TFA,TFA,0.05,50.0,0.0484563758389265,48.4563758389265,15.587902599945664,1770241028.2135444,1,3.0872483221470044,calibration,run_1770240208_TFA,1770240208,10.0,12.0,-0.0009,2.2,1.5,0.0,0.0,0.0,5.0,,0.0
measurement_1770241044036846_1,trial_14,optimization,TFA,TFA,0.05,50.0,0.0484563758389265,48.4563758389265,15.8201992996037,1770241044.0368464,1,3.0872483221470044,calibration,run_1770240208_TFA,1770240208,10.0,12.0,-0.0009,2.2,1.5,0.0,0.0,0.0,5.0,,0.0
measurement_1770241072669503_1,trial_15,optimization,TFA,TFA,0.05,50.0,0.0504138702460835,50.41387024608356,17.21475030016154,1770241072.6695037,1,0.8277404921671061,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0012,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241089864230_1,trial_15,optimization,TFA,TFA,0.05,50.0,0.0500671140939598,50.06711409395988,17.183849999681115,1770241089.8642306,1,0.1342281879197493,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0012,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241107105061_1,trial_15,optimization,TFA,TFA,0.05,50.0,0.0501241610738258,50.124161073825874,17.24849670007825,1770241107.1050618,1,0.2483221476517472,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0012,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241124078712_1,trial_16,calibration,TFA,TFA,0.02,20.0,0.0193288590604029,19.32885906040294,16.951253999955952,1770241124.0787125,1,3.3557046979853027,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0012,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241140838777_1,trial_17,calibration,TFA,TFA,0.02,20.0,0.0206879194630873,20.68791946308732,16.747024399228394,1770241140.8387773,1,3.4395973154365858,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.0007999999999999,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241157863753_1,trial_18,inherited,TFA,TFA,0.02,20.0,0.0202013422818786,20.20134228187861,17.020076400600374,1770241157.8637533,1,1.0067114093930372,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0002123456790125,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241174854142_1,trial_18,inherited,TFA,TFA,0.02,20.0,0.0193288590604029,19.32885906040294,16.98927849996835,1770241174.8541422,1,3.3557046979853027,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0002123456790125,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241191632157_1,trial_18,inherited,TFA,TFA,0.02,20.0,0.0197986577181211,19.79865771812116,16.780811300501227,1770241191.632157,1,1.0067114093942169,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0002123456790125,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241208614941_1,trial_19,calibration,TFA,TFA,0.01,10.0,0.0093288590604024,9.328859060402404,16.9815923999995,1770241208.6149418,1,6.711409395975982,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0012,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241225628902_1,trial_20,calibration,TFA,TFA,0.01,10.0,0.0109395973154357,10.939597315435782,17.001594299450517,1770241225.6289024,1,9.39597315435782,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.0007999999999999,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241242630789_1,trial_21,inherited,TFA,TFA,0.01,10.0,0.0095973154362418,9.597315436241896,16.998214200139046,1770241242.630789,1,4.026845637581048,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0003666666666662,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241259654502_1,trial_21,inherited,TFA,TFA,0.01,10.0,0.0093959731543631,9.39597315436317,17.02119049988687,1770241259.6545022,1,6.040268456368303,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0003666666666662,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241276641550_1,trial_21,inherited,TFA,TFA,0.01,10.0,0.009194630872482,9.19463087248206,16.986223400570452,1770241276.64155,1,8.053691275179409,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0003666666666662,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241301451282_1,trial_22,optimization,TFA,TFA,0.01,10.0,0.0093959731543619,9.39597315436198,18.816395299509168,1770241301.4512827,1,6.04026845638022,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.0004,2.2,1.5,0.3,0.05,0.0,5.0,,0.0
measurement_1770241320228645_1,trial_22,optimization,TFA,TFA,0.01,10.0,0.0106040268456367,10.604026845636714,18.77654840052128,1770241320.228645,1,6.04026845636714,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.0004,2.2,1.5,0.3,0.05,0.0,5.0,,0.0
measurement_1770241339214069_1,trial_22,optimization,TFA,TFA,0.01,10.0,0.0100671140939589,10.06711409395892,18.983527599833906,1770241339.2140694,1,0.6711409395892056,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.0004,2.2,1.5,0.3,0.05,0.0,5.0,,0.0
measurement_1770241364608197_1,trial_23,optimization,TFA,TFA,0.01,10.0,0.0102516778523483,10.25167785234835,18.85699910018593,1770241364.6081972,1,2.5167785234834863,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0002,2.2,1.5,0.3,0.05,0.0,5.0,,0.0
measurement_1770241383436495_1,trial_23,optimization,TFA,TFA,0.01,10.0,0.0097986577181206,9.79865771812062,18.830911299213767,1770241383.4364958,1,2.013422818793794,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0002,2.2,1.5,0.3,0.05,0.0,5.0,,0.0
measurement_1770241402440734_1,trial_23,optimization,TFA,TFA,0.01,10.0,0.0097181208053684,9.718120805368414,18.991221299394965,1770241402.440734,1,2.8187919463158564,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0002,2.2,1.5,0.3,0.05,0.0,5.0,,0.0
measurement_1770241419028298_1,trial_24,calibration,TFA,TFA,0.005,5.0,0.0037583892617457,3.758389261745745,16.576564700342715,1770241419.028298,1,24.832214765085105,calibration,run_1770240208_TFA,1770240208,10.0,11.0,-0.0012,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241435645186_1,trial_25,calibration,TFA,TFA,0.005,5.0,0.0052348993288599,5.234899328859974,16.606156500056386,1770241435.645186,1,4.697986577199484,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.0007999999999999,2.2,1.5,0.12,0.0,0.0,5.0,,0.0
measurement_1770241454459685_1,trial_26,inherited,TFA,TFA,0.005,5.0,0.0049664429530192,4.966442953019289,18.809042899869382,1770241454.4596858,1,0.6711409396142204,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.0004818181818169,2.2,1.5,0.3,0.05,0.0,5.0,,0.0
measurement_1770241473445650_1,trial_26,inherited,TFA,TFA,0.005,5.0,0.0046979865771821,4.6979865771821805,18.983665299601853,1770241473.4456506,1,6.040268456356385,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.0004818181818169,2.2,1.5,0.3,0.05,0.0,5.0,,0.0
measurement_1770241492041214_1,trial_26,inherited,TFA,TFA,0.005,5.0,0.0042953020134223,4.295302013422345,18.59419429954141,1770241492.0412142,1,14.093959731553088,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.0004818181818169,2.2,1.5,0.3,0.05,0.0,5.0,,0.0
measurement_1770241514601985_1,trial_27,optimization,TFA,TFA,0.005,5.0,0.0051006711409384,5.100671140938439,15.765657399781048,1770241514.6019852,1,2.0134228187687797,calibration,run_1770240208_TFA,1770240208,10.0,11.0,0.001,2.2,1.5,0.018,0.0,0.0,5.0,,0.0
